0.7    0.4    0.325565
0.7    0.41    0.166068
0.7    0.42    0.116868
0.7    0.43    0.0597855
0.7    0.44    -0.0309993
0.7    0.45    -0.103246
0.7    0.46    -0.159931
0.7    0.47    -0.205155
0.7    0.48    -0.229964
0.7    0.49    -0.257774
0.7    0.5    -0.302264
0.7    0.51    -0.304405
0.7    0.52    -0.327345
0.7    0.53    -0.366073
0.7    0.54    -0.362733
0.7    0.55    -0.371359
0.7    0.56    -0.38076
0.7    0.57    -0.403277
0.7    0.58    -0.395743
0.7    0.59    -0.411832
0.7    0.6    -0.409259
0.7    0.61    -0.402932
0.7    0.62    -0.409694
0.7    0.63    -0.400471
0.7    0.64    -0.407321
0.7    0.65    -0.404727
0.7    0.66    -0.408588
0.7    0.67    -0.400652
0.7    0.68    -0.387022
0.7    0.69    -0.382765
0.7    0.7    -0.400557
0.7    0.71    -0.384662
0.7    0.72    -0.394523
0.7    0.73    -0.379422
0.7    0.74    -0.380929
0.7    0.75    -0.385816
0.7    0.76    -0.373091
0.7    0.77    -0.373805
0.7    0.78    -0.363939
0.7    0.79    -0.358906
0.71    0.4    0.311916
0.71    0.41    0.205895
0.71    0.42    0.129039
0.71    0.43    0.0384808
0.71    0.44    -0.0219241
0.71    0.45    -0.10414
0.71    0.46    -0.0975034
0.71    0.47    -0.157893
0.71    0.48    -0.216847
0.71    0.49    -0.237542
0.71    0.5    -0.29342
0.71    0.51    -0.310287
0.71    0.52    -0.347271
0.71    0.53    -0.351889
0.71    0.54    -0.364488
0.71    0.55    -0.368115
0.71    0.56    -0.376414
0.71    0.57    -0.38416
0.71    0.58    -0.40982
0.71    0.59    -0.406902
0.71    0.6    -0.413462
0.71    0.61    -0.418309
0.71    0.62    -0.420518
0.71    0.63    -0.415077
0.71    0.64    -0.399676
0.71    0.65    -0.415142
0.71    0.66    -0.402584
0.71    0.67    -0.406856
0.71    0.68    -0.392828
0.71    0.69    -0.402521
0.71    0.7    -0.380757
0.71    0.71    -0.411778
0.71    0.72    -0.381915
0.71    0.73    -0.399598
0.71    0.74    -0.393505
0.71    0.75    -0.387066
0.71    0.76    -0.374616
0.71    0.77    -0.361048
0.71    0.78    -0.343288
0.71    0.79    -0.349503
0.72    0.4    0.361669
0.72    0.41    0.244933
0.72    0.42    0.147393
0.72    0.43    0.129788
0.72    0.44    -0.0214195
0.72    0.45    -0.102829
0.72    0.46    -0.143782
0.72    0.47    -0.233245
0.72    0.48    -0.214589
0.72    0.49    -0.222079
0.72    0.5    -0.284415
0.72    0.51    -0.336813
0.72    0.52    -0.338121
0.72    0.53    -0.352313
0.72    0.54    -0.387403
0.72    0.55    -0.385415
0.72    0.56    -0.386111
0.72    0.57    -0.401815
0.72    0.58    -0.413509
0.72    0.59    -0.413008
0.72    0.6    -0.425005
0.72    0.61    -0.423275
0.72    0.62    -0.419441
0.72    0.63    -0.425369
0.72    0.64    -0.410104
0.72    0.65    -0.410299
0.72    0.66    -0.419188
0.72    0.67    -0.424191
0.72    0.68    -0.402646
0.72    0.69    -0.400272
0.72    0.7    -0.402978
0.72    0.71    -0.393778
0.72    0.72    -0.412388
0.72    0.73    -0.374355
0.72    0.74    -0.394925
0.72    0.75    -0.379792
0.72    0.76    -0.378348
0.72    0.77    -0.342029
0.72    0.78    -0.369103
0.72    0.79    -0.322149
0.73    0.4    0.328974
0.73    0.41    0.18581
0.73    0.42    0.121459
0.73    0.43    0.0596182
0.73    0.44    -0.053938
0.73    0.45    -0.0888887
0.73    0.46    -0.139029
0.73    0.47    -0.170764
0.73    0.48    -0.194014
0.73    0.49    -0.268014
0.73    0.5    -0.280599
0.73    0.51    -0.298713
0.73    0.52    -0.332177
0.73    0.53    -0.343542
0.73    0.54    -0.375072
0.73    0.55    -0.381762
0.73    0.56    -0.387943
0.73    0.57    -0.415503
0.73    0.58    -0.395284
0.73    0.59    -0.42216
0.73    0.6    -0.422972
0.73    0.61    -0.426847
0.73    0.62    -0.417171
0.73    0.63    -0.429361
0.73    0.64    -0.412986
0.73    0.65    -0.418769
0.73    0.66    -0.408081
0.73    0.67    -0.411907
0.73    0.68    -0.412561
0.73    0.69    -0.408411
0.73    0.7    -0.384076
0.73    0.71    -0.39169
0.73    0.72    -0.381933
0.73    0.73    -0.381807
0.73    0.74    -0.387906
0.73    0.75    -0.383948
0.73    0.76    -0.360861
0.73    0.77    -0.372404
0.73    0.78    -0.35914
0.73    0.79    -0.353271
0.74    0.4    0.301089
0.74    0.41    0.127162
0.74    0.42    0.0790282
0.74    0.43    0.0725246
0.74    0.44    0.000309837
0.74    0.45    -0.10004
0.74    0.46    -0.0937892
0.74    0.47    -0.150119
0.74    0.48    -0.225471
0.74    0.49    -0.242593
0.74    0.5    -0.259664
0.74    0.51    -0.311723
0.74    0.52    -0.343216
0.74    0.53    -0.369221
0.74    0.54    -0.379668
0.74    0.55    -0.371895
0.74    0.56    -0.396131
0.74    0.57    -0.417531
0.74    0.58    -0.432356
0.74    0.59    -0.421466
0.74    0.6    -0.427352
0.74    0.61    -0.428293
0.74    0.62    -0.427681
0.74    0.63    -0.43471
0.74    0.64    -0.435027
0.74    0.65    -0.421041
0.74    0.66    -0.42918
0.74    0.67    -0.424397
0.74    0.68    -0.409357
0.74    0.69    -0.395267
0.74    0.7    -0.402712
0.74    0.71    -0.388041
0.74    0.72    -0.390287
0.74    0.73    -0.347772
0.74    0.74    -0.37103
0.74    0.75    -0.374118
0.74    0.76    -0.349312
0.74    0.77    -0.361309
0.74    0.78    -0.368419
0.74    0.79    -0.328914
0.75    0.4    0.347503
0.75    0.41    0.188817
0.75    0.42    0.154729
0.75    0.43    0.0241444
0.75    0.44    -0.0371335
0.75    0.45    -0.118589
0.75    0.46    -0.160031
0.75    0.47    -0.148494
0.75    0.48    -0.200447
0.75    0.49    -0.242149
0.75    0.5    -0.272894
0.75    0.51    -0.326021
0.75    0.52    -0.32234
0.75    0.53    -0.350084
0.75    0.54    -0.383207
0.75    0.55    -0.379243
0.75    0.56    -0.406216
0.75    0.57    -0.421408
0.75    0.58    -0.42641
0.75    0.59    -0.430076
0.75    0.6    -0.421015
0.75    0.61    -0.432609
0.75    0.62    -0.435716
0.75    0.63    -0.444045
0.75    0.64    -0.440396
0.75    0.65    -0.428633
0.75    0.66    -0.43302
0.75    0.67    -0.425274
0.75    0.68    -0.408847
0.75    0.69    -0.406711
0.75    0.7    -0.418315
0.75    0.71    -0.378001
0.75    0.72    -0.365671
0.75    0.73    -0.36867
0.75    0.74    -0.383496
0.75    0.75    -0.359639
0.75    0.76    -0.350643
0.75    0.77    -0.34034
0.75    0.78    -0.33655
0.75    0.79    -0.353507
0.76    0.4    0.240955
0.76    0.41    0.19606
0.76    0.42    0.104404
0.76    0.43    0.0351735
0.76    0.44    -0.0181989
0.76    0.45    -0.104724
0.76    0.46    -0.140842
0.76    0.47    -0.165318
0.76    0.48    -0.213557
