0 0.332731 0.0056745
1 0.288094 0.231098
2 0.326069 0.131268
3 0.346373 0.26054
4 0.847759 0.21101
5 0.421526 0.175862
6 0.477725 0.191551
7 0.620645 0.179592
8 0.343596 0.15656
9 0.0570413 0.15209
10 0.242033 0.185265
11 0.205492 0.165126
12 0.226444 0.20133
13 0.433757 0.154128
14 0.306316 0.122572
15 0.367532 0.163842
16 0.44109 0.164809
17 0.227122 0.196823
18 0.563808 0.197125
19 0.424089 0.168733
20 0.310019 0.143679
21 0.637135 0.184316
22 0.443959 0.141869
23 0.435361 0.189341
24 0.115997 0.161162
25 0.120704 0.137229
26 0.284647 0.1921
27 0.185365 0.187294
28 0.186038 0.125253
29 0.123953 0.200195
30 0.417574 0.140068
31 0.325572 0.121195
32 0.562656 0.192805
33 0.435177 0.132858
34 -0.0959151 0.129185
35 0.271573 0.134566
36 0.15798 0.174332
37 0.211778 0.112765
38 0.506059 0.127368
39 0.267093 0.128155
40 0.431338 0.167941
41 0.455241 0.126451
42 0.314312 0.164874
43 0.664005 0.15411
44 0.51121 0.132141
45 0.117565 0.154702
46 0.321944 0.152397
47 0.249473 0.145521
48 0.464086 0.14077
49 0.331105 0.13394
50 0.376976 0.135653
51 0.111458 0.127234
52 0.040232 0.173753
53 0.4087 0.151003
54 0.459677 0.118685
55 0.0140772 0.147211
56 0.0695186 0.115623
57 0.358788 0.161753
58 0.0602416 0.148749
59 0.230829 0.184898
60 0.508028 0.125824
61 0.277365 0.13264
62 0.551975 0.140902
63 0.375283 0.0993202
64 0.367827 0.105534
65 0.430983 0.124092
66 0.168011 0.167194
67 0.347264 0.116972
68 0.37223 0.112257
69 0.414107 0.123133
70 0.131357 0.128537
71 0.441008 0.136846
72 0.322881 0.0967885
73 0.386612 0.147569
74 0.197305 0.103838
75 0.108453 0.104301
76 0.241984 0.133705
77 0.295842 0.120126
78 0.270061 0.0855264
79 0.311993 0.126435
80 0.337656 0.119577
81 0.353264 0.134886
82 0.296657 0.108802
83 0.0366528 0.110767
84 0.296328 0.120353
85 0.249625 0.126492
86 0.475104 0.135827
87 0.0925716 0.0937069
88 0.298499 0.120249
89 0.298047 0.14257
90 0.518749 0.119991
91 0.0640276 0.137229
92 0.400845 0.124465
93 0.359597 0.108728
94 0.426197 0.092207
95 0.0620735 0.117322
96 0.248364 0.123251
97 0.363906 0.110075
98 0.435672 0.0903483
99 0.214547 0.126188
100 0.328782 0.115879
101 0.366744 0.14524
102 0.169857 0.138247
103 0.349465 0.148103
104 0.249017 0.113667
105 0.244186 0.155824
106 0.346024 0.134075
107 0.243088 0.157185
108 0.285259 0.100615
109 0.427571 0.155246
110 0.0876053 0.138708
111 0.140615 0.156888
112 0.417937 0.0987846
113 0.531218 0.108507
114 0.293386 0.107205
115 0.274719 0.156317
116 0.185454 0.116411
117 0.581469 0.122357
118 0.358815 0.144094
119 0.469936 0.0789269
120 0.355669 0.115439
121 0.235382 0.107903
122 0.255752 0.141006
123 0.225221 0.0840241
124 0.25578 0.10366
125 0.124049 0.167324
126 0.379153 0.120884
127 0.186915 0.11246
128 0.236587 0.0934567
129 0.441926 0.129563
130 0.3741 0.0989079
131 -0.044132 0.111987
132 0.295839 0.0885148
133 0.270019 0.135185
134 0.412327 0.102919
135 0.394906 0.134344
136 0.245951 0.10197
137 0.348659 0.106117
138 0.247959 0.110712
139 0.180271 0.120137
140 0.366834 0.0982134
141 0.321482 0.0895177
142 0.551038 0.115753
143 0.0906005 0.124086
144 0.455139 0.0838877
145 0.437607 0.095258
146 0.176645 0.0911649
147 0.333455 0.144724
148 0.195859 0.0961682
149 0.148228 0.0999829
150 0.130254 0.115195
151 0.234428 0.0895352
152 0.529022 0.0943591
153 0.345973 0.110292
154 0.063052 0.119263
155 0.410758 0.0871664
156 0.339569 0.115265
157 0.165667 0.095487
158 0.17835 0.137654
159 0.364025 0.105375
160 0.206265 0.131474
161 0.0948887 0.128699
162 0.249952 0.122369
163 0.42319 0.111101
164 0.347174 0.105001
165 0.365074 0.0830136
166 0.043253 0.125309
167 0.351644 0.0959786
168 0.262198 0.104088
169 0.0572794 0.122191
170 0.293445 0.0973436
171 0.303127 0.0924129
172 0.323515 0.101003
173 0.243379 0.128027
174 0.356545 0.102517
175 0.290117 0.0989781
176 0.0117329 0.134355
177 0.200917 0.134852
178 0.69253 0.0986128
179 0.31081 0.122911
180 0.38539 0.0928687
181 0.252756 0.125207
182 0.156748 0.123558
183 0.429078 0.113525
184 0.275823 0.137486
185 0.436844 0.13899
186 0.362058 0.0962298
187 0.146292 0.0868011
188 0.0783421 0.102441
189 0.159922 0.0828443
190 0.16296 0.116853
191 0.127209 0.122739
192 0.268826 0.0995912
193 0.274404 0.109337
194 0.187806 0.12429
195 0.37505 0.142071
196 0.317211 0.140739
197 0.352292 0.138391
198 0.348204 0.113141
199 0.269764 0.123768
200 0.144441 0.116044
201 0.0894735 0.133896
202 0.151002 0.120558
203 0.461213 0.115758
204 0.155034 0.118103
205 0.216983 0.106625
206 0.292409 0.144695
207 0.28425 0.133201
208 0.361288 0.127327
209 0.451144 0.110883
210 0.172371 0.115628
211 0.44561 0.0987579
